,Strategy,Symbol,Date,option,Qty,ExpiryDt,Strike,EnTime,BPrice,ExTime,SPrice
216,EMA_15_CE_strategy,NIFTY,2022-10-27,CE,50,2022-10-27,17700,14:15:00,25.35,14:30:00,11.5
217,EMA_15_CE_strategy,NIFTY,2022-10-28,CE,50,2022-11-03,17800,12:45:00,115.9,13:00:00,104.2
218,EMA_15_CE_strategy,NIFTY,2022-10-28,CE,50,2022-11-03,17800,13:45:00,113.35,14:00:00,99.75
219,EMA_15_CE_strategy,NIFTY,2022-10-28,CE,50,2022-11-03,17800,14:30:00,110.25,15:15:00,123.8
220,EMA_15_CE_strategy,NIFTY,2022-11-04,CE,50,2022-11-10,18100,11:15:00,101.5,15:15:00,141.1
221,EMA_15_CE_strategy,NIFTY,2022-11-07,CE,50,2022-11-10,18200,11:15:00,72.9,12:45:00,65.3
222,EMA_15_CE_strategy,NIFTY,2022-11-07,CE,50,2022-11-10,18200,14:00:00,66.85,15:15:00,90.4
223,EMA_15_CE_strategy,NIFTY,2022-11-09,CE,50,2022-11-10,18300,12:00:00,31.75,12:15:00,25.85
224,EMA_15_CE_strategy,NIFTY,2022-11-09,CE,50,2022-11-10,18300,12:45:00,32.65,13:30:00,28.05
225,EMA_15_CE_strategy,NIFTY,2022-11-09,CE,50,2022-11-10,18300,13:45:00,28.85,14:45:00,15.05
226,EMA_15_CE_strategy,NIFTY,2022-11-14,CE,50,2022-11-17,18400,12:30:00,70.25,12:45:00,68.15
227,EMA_15_CE_strategy,NIFTY,2022-11-14,CE,50,2022-11-17,18400,13:15:00,72.0,14:45:00,66.75
228,EMA_15_CE_strategy,NIFTY,2022-11-15,CE,50,2022-11-17,18400,12:30:00,47.8,14:00:00,43.45
229,EMA_15_CE_strategy,NIFTY,2022-11-15,CE,50,2022-11-17,18400,14:30:00,46.55,15:15:00,81.45
230,EMA_15_CE_strategy,NIFTY,2022-11-16,CE,50,2022-11-17,18400,10:15:00,63.6,14:15:00,50.8
231,EMA_15_CE_strategy,NIFTY,2022-11-17,CE,50,2022-11-17,18400,12:30:00,18.6,14:30:00,9.2
232,EMA_15_CE_strategy,NIFTY,2022-11-18,CE,50,2022-11-24,18300,13:30:00,117.95,13:45:00,96.9
233,EMA_15_CE_strategy,NIFTY,2022-11-18,CE,50,2022-11-24,18300,14:30:00,111.5,15:15:00,145.05
234,EMA_15_CE_strategy,NIFTY,2022-11-21,CE,50,2022-11-24,18200,15:00:00,86.7,15:15:00,86.4
235,EMA_15_CE_strategy,NIFTY,2022-11-22,CE,50,2022-11-24,18200,13:30:00,92.1,14:45:00,87.7
236,EMA_15_CE_strategy,NIFTY,2022-11-22,CE,50,2022-11-24,18300,15:00:00,44.8,15:15:00,53.55
237,EMA_15_CE_strategy,NIFTY,2022-11-24,CE,50,2022-11-24,18300,09:45:00,57.15,15:15:00,167.15
238,EMA_15_CE_strategy,NIFTY,2022-11-29,CE,50,2022-12-01,18700,09:45:00,39.35,14:30:00,38.7
239,EMA_15_CE_strategy,NIFTY,2022-12-02,CE,50,2022-12-08,18800,14:30:00,75.7,14:45:00,67.55
240,EMA_15_CE_strategy,NIFTY,2022-12-05,CE,50,2022-12-08,18800,11:45:00,44.3,13:30:00,48.1
241,EMA_15_CE_strategy,NIFTY,2022-12-05,CE,50,2022-12-08,18800,14:30:00,50.85,15:15:00,65.6
242,EMA_15_CE_strategy,NIFTY,2022-12-06,CE,50,2022-12-08,18700,13:45:00,66.15,14:00:00,56.4
243,EMA_15_CE_strategy,NIFTY,2022-12-07,CE,50,2022-12-08,18800,10:00:00,24.95,10:45:00,16.55
244,EMA_15_CE_strategy,NIFTY,2022-12-07,CE,50,2022-12-08,18700,14:45:00,26.8,15:15:00,20.55
245,EMA_15_CE_strategy,NIFTY,2022-12-12,CE,50,2022-12-15,18600,10:15:00,57.35,13:00:00,55.1
246,EMA_15_CE_strategy,NIFTY,2022-12-14,CE,50,2022-12-15,18800,15:00:00,17.35,15:15:00,14.4
247,EMA_15_CE_strategy,NIFTY,2022-12-16,CE,50,2022-12-22,18400,12:30:00,104.1,13:30:00,95.4
248,EMA_15_CE_strategy,NIFTY,2022-12-19,CE,50,2022-12-22,18400,10:00:00,66.0,13:15:00,71.25
249,EMA_15_CE_strategy,NIFTY,2022-12-19,CE,50,2022-12-22,18400,13:30:00,79.75,15:15:00,109.75
250,EMA_15_CE_strategy,NIFTY,2022-12-20,CE,50,2022-12-22,18300,12:30:00,69.3,13:00:00,65.8
251,EMA_15_CE_strategy,NIFTY,2022-12-20,CE,50,2022-12-22,18300,13:45:00,71.45,15:15:00,138.3
252,EMA_15_CE_strategy,NIFTY,2022-12-21,CE,50,2022-12-22,18400,11:15:00,61.2,12:15:00,44.4
253,EMA_15_CE_strategy,NIFTY,2022-12-22,CE,50,2022-12-22,18200,13:45:00,13.95,14:45:00,1.7
254,EMA_15_CE_strategy,NIFTY,2022-12-26,CE,50,2022-12-29,18000,09:45:00,102.15,15:15:00,103.6
255,EMA_15_CE_strategy,NIFTY,2022-12-27,CE,50,2022-12-29,18000,10:30:00,117.3,13:00:00,104.6
256,EMA_15_CE_strategy,NIFTY,2022-12-27,CE,50,2022-12-29,18100,13:15:00,64.35,15:15:00,93.45
257,EMA_15_CE_strategy,NIFTY,2022-12-28,CE,50,2022-12-29,18100,13:45:00,85.6,15:00:00,65.8
258,EMA_15_CE_strategy,NIFTY,2022-12-29,CE,50,2022-12-29,18100,13:15:00,10.7,15:15:00,88.85
259,EMA_15_CE_strategy,NIFTY,2022-12-30,CE,50,2023-01-05,18300,15:00:00,69.85,15:15:00,47.6
